Name,PTS,FGM,FGA,PM3,PA3,AST,Game_day,Team
Jalen Brunson,9,2,6,1,3,2,2022-04-08,DAL
Sterling Brown,7,3,6,1,3,0,2022-04-08,DAL
Frank Ntilikina,0,0,1,0,1,0,2022-04-08,DAL
Alperen Sengun,17,7,12,0,2,3,2022-04-08,HOU
Jae'Sean Tate,12,5,11,1,3,3,2022-04-08,HOU
Jalen Green,8,3,10,0,3,3,2022-04-08,HOU
Garrison Mathews,9,2,3,2,3,2,2022-04-08,HOU
Kevin Porter Jr.,35,12,23,4,9,4,2022-04-08,HOU
Daishen Nix,4,1,1,0,0,1,2022-04-08,HOU
Kenyon Martin Jr.,5,2,7,0,4,2,2022-04-08,HOU
Josh Christopher,20,9,12,2,4,4,2022-04-08,HOU
Usman Garuba,5,2,2,1,1,2,2022-04-08,HOU
Mason Jones,13,4,4,1,1,1,2022-04-08,LAL
Talen Horton-Tucker,15,4,16,1,4,5,2022-04-08,LAL
Wenyen Gabriel,16,6,7,1,1,1,2022-04-08,LAL
Malik Monk,12,5,13,1,5,5,2022-04-08,LAL
Wayne Ellington,10,4,9,2,7,1,2022-04-08,LAL
Dwight Howard,15,5,7,0,2,3,2022-04-08,LAL
D.J. Augustin,7,2,5,1,4,3,2022-04-08,LAL
Stanley Johnson,21,8,16,1,5,0,2022-04-08,LAL
Austin Reaves,11,3,5,1,2,4,2022-04-08,LAL
Tyler Herro,15,6,12,1,2,9,2022-04-08,MIA
Max Strus,8,3,4,2,3,0,2022-04-08,MIA
Gabe Vincent,11,4,7,3,6,0,2022-04-08,MIA
Duncan Robinson,8,3,6,2,5,1,2022-04-08,MIA
Dewayne Dedmon,3,1,2,0,1,1,2022-04-08,MIA
Kyle Lowry,16,7,10,2,3,3,2022-04-08,MIA
Jimmy Butler,20,5,10,0,2,1,2022-04-08,MIA
Bam Adebayo,24,8,14,0,0,4,2022-04-08,MIA
Caleb Martin,8,3,7,1,4,1,2022-04-08,MIA
Sandro Mamukelashvili,2,1,1,0,0,0,2022-04-08,MIL
Rayjon Tucker,0,0,0,0,0,2,2022-04-08,MIL
Jordan Nwora,1,0,2,0,1,0,2022-04-08,MIL
Lindell Wigginton,2,0,3,0,1,2,2022-04-08,MIL
Bobby Portis,8,4,13,0,3,0,2022-04-08,MIL
Thanasis Antetokounmpo,6,3,3,0,0,0,2022-04-08,MIL
Jevon Carter,3,1,3,1,2,3,2022-04-08,MIL
Pat Connaughton,10,3,8,2,5,2,2022-04-08,MIL
Giannis Antetokounmpo,30,9,16,1,3,8,2022-04-08,MIL
Khris Middleton,15,6,13,3,7,1,2022-04-08,MIL
Serge Ibaka,8,4,5,0,1,0,2022-04-08,MIL
Wesley Matthews,9,4,6,0,2,1,2022-04-08,MIL
Jrue Holiday,10,5,11,0,4,9,2022-04-08,MIL
George Hill,10,3,6,1,4,1,2022-04-08,MIL
Brook Lopez,17,7,11,3,4,0,2022-04-08,MIL
David Duke Jr.,0,0,0,0,0,0,2022-04-08,BKN
Cam Thomas,0,0,0,0,0,0,2022-04-08,BKN
Bruce Brown,18,6,12,2,4,8,2022-04-08,BKN
Andre Drummond,15,7,11,0,0,2,2022-04-08,BKN
Kevin Durant,36,11,20,4,6,5,2022-04-08,BKN
Kessler Edwards,7,3,10,1,4,1,2022-04-08,BKN
Nic Claxton,4,2,3,0,0,1,2022-04-08,BKN
Seth Curry,12,5,9,2,6,4,2022-04-08,BKN
Kyrie Irving,18,7,22,1,7,8,2022-04-08,BKN
Patty Mills,8,2,5,2,5,1,2022-04-08,BKN
Miles McBride,3,1,5,1,4,1,2022-04-08,NYK
Immanuel Quickley,23,9,18,4,9,10,2022-04-08,NYK
Obi Toppin,35,14,22,6,9,1,2022-04-08,NYK
Ryan Arcidiacono,0,0,1,0,1,1,2022-04-08,NYK
Taj Gibson,10,3,5,0,0,2,2022-04-08,NYK
RJ Barrett,14,6,10,0,0,2,2022-04-08,NYK
Evan Fournier,17,6,14,4,10,2,2022-04-08,NYK
Alec Burks,6,1,9,1,6,5,2022-04-08,NYK
Feron Hunt,0,0,0,0,0,0,2022-04-08,NYK
Jericho Sims,6,1,4,0,0,3,2022-04-08,NYK
Cameron Johnson,6,3,5,0,1,1,2022-04-08,PHX
Mikal Bridges,18,7,10,0,1,2,2022-04-08,PHX
Torrey Craig,8,3,5,2,4,0,2022-04-08,PHX
JaVale McGee,6,2,3,0,0,0,2022-04-08,PHX
Chris Paul,16,7,11,0,1,16,2022-04-08,PHX
Aaron Holiday,0,0,3,0,0,0,2022-04-08,PHX
Landry Shamet,0,0,4,0,1,0,2022-04-08,PHX
Deandre Ayton,19,9,18,1,2,4,2022-04-08,PHX
Devin Booker,33,13,26,2,5,3,2022-04-08,PHX
Jae Crowder,5,2,7,1,4,1,2022-04-08,PHX
Ben McLemore,14,5,8,3,6,3,2022-04-08,POR
Keon Johnson,10,3,13,0,4,6,2022-04-08,POR
Didi Louzada,3,1,5,1,4,0,2022-04-08,POR
Reggie Perry,9,4,7,0,1,0,2022-04-08,POR
CJ Elleby,4,2,11,0,4,5,2022-04-08,POR
Greg Brown III,3,1,2,1,2,0,2022-04-08,POR
Brandon Williams,9,4,10,0,2,5,2022-04-08,POR
Elijah Hughes,8,3,11,2,7,1,2022-04-08,POR
Keljin Blevins,0,0,2,0,1,0,2022-04-08,POR
Drew Eubanks,18,8,14,0,1,0,2022-04-08,POR
Georgios Kalaitzakis,25,10,19,2,7,6,2022-04-08,OKC
Zavier Simpson,13,5,15,0,3,7,2022-04-08,OKC
Vit Krejci,6,2,7,0,3,2,2022-04-08,OKC
Jaylen Hoard,27,13,23,1,4,4,2022-04-08,OKC
Melvin Frazier Jr.,16,5,17,1,9,0,2022-04-08,OKC
Isaiah Roby,14,5,7,2,3,2,2022-04-08,OKC
Justin Champagnie,3,1,2,1,2,0,2022-04-08,TOR
Thaddeus Young,14,6,8,0,2,3,2022-04-08,TOR
Khem Birch,8,4,7,0,1,2,2022-04-08,TOR
Pascal Siakam,29,12,24,0,2,7,2022-04-08,TOR
Malachi Flynn,2,1,5,0,2,2,2022-04-08,TOR
Precious Achiuwa,8,2,5,1,3,0,2022-04-08,TOR
Armoni Brooks,2,0,3,0,3,3,2022-04-08,TOR
Gary Trent Jr.,26,9,21,5,8,0,2022-04-08,TOR
Chris Boucher,6,1,5,0,3,1,2022-04-08,TOR
Yuta Watanabe,3,1,3,0,1,0,2022-04-08,TOR
Scottie Barnes,16,7,13,0,2,2,2022-04-08,TOR
Danuel House Jr.,10,3,7,1,4,0,2022-04-08,UTA
Juancho Hernangomez,4,2,2,0,0,0,2022-04-08,UTA
Jordan Clarkson,9,2,10,2,7,0,2022-04-08,UTA
Rudy Gobert,16,5,7,0,0,2,2022-04-08,UTA
Mike Conley,13,4,13,3,9,8,2022-04-08,UTA
Donovan Mitchell,18,7,21,1,4,5,2022-04-08,UTA
Jared Butler,0,0,1,0,0,2,2022-04-08,UTA
Royce O'Neale,3,1,4,1,3,2,2022-04-08,UTA
Bojan Bogdanovic,21,7,18,3,11,1,2022-04-08,UTA
Hassan Whiteside,11,4,5,0,0,0,2022-04-08,UTA
Raul Neto,14,5,7,1,3,1,2022-04-08,WAS
Vernon Carey Jr.,1,0,0,0,0,0,2022-04-08,WAS
Deni Avdija,11,5,11,1,4,3,2022-04-08,WAS
Daniel Gafford,9,4,4,0,0,0,2022-04-08,WAS
Rui Hachimura,21,8,14,3,5,1,2022-04-08,WAS
Thomas Bryant,0,0,4,0,2,0,2022-04-08,WAS
Tomas Satoransky,4,2,6,0,2,8,2022-04-08,WAS
Ish Smith,7,3,4,1,1,4,2022-04-08,WAS
Jordan Schakel,5,1,4,1,3,0,2022-04-08,WAS
Corey Kispert,8,2,5,2,5,1,2022-04-08,WAS
Anthony Gill,4,2,2,0,0,2,2022-04-08,WAS
Isaiah Todd,4,2,6,0,3,0,2022-04-08,WAS
Cassius Winston,4,1,2,0,0,1,2022-04-08,WAS
Isaiah Livers,0,0,2,0,1,0,2022-04-08,DET
Isaiah Stewart,5,1,6,1,4,4,2022-04-08,DET
Saddiq Bey,20,7,19,2,12,2,2022-04-08,DET
Killian Hayes,6,3,9,0,5,3,2022-04-08,DET
Cade Cunningham,14,6,18,0,5,7,2022-04-08,DET
Braxton Key,5,2,6,0,4,2,2022-04-08,DET
Carsen Edwards,5,2,4,1,3,1,2022-04-08,DET
Frank Jackson,3,1,8,1,5,1,2022-04-08,DET
Rodney McGruder,26,9,11,4,5,2,2022-04-08,DET
Kelly Olynyk,17,4,7,1,4,5,2022-04-08,DET
Isaiah Thomas,3,1,3,1,2,0,2022-04-08,CHA
Mason Plumlee,8,3,3,0,0,3,2022-04-08,CHA
LaMelo Ball,24,8,16,5,9,9,2022-04-08,CHA
Jalen McDaniels,13,4,7,3,4,4,2022-04-08,CHA
Cody Martin,11,5,7,1,3,3,2022-04-08,CHA
Kelly Oubre Jr.,18,6,10,4,8,2,2022-04-08,CHA
Montrezl Harrell,14,7,8,0,0,0,2022-04-08,CHA
JT Thor,0,0,0,0,0,0,2022-04-08,CHA
P.J. Washington,7,3,6,1,2,4,2022-04-08,CHA
Miles Bridges,20,8,12,3,6,1,2022-04-08,CHA
Terry Rozier,15,7,14,1,6,8,2022-04-08,CHA
Jaylen Brown,22,8,20,2,8,11,2022-04-07,BOS
Derrick White,19,6,13,4,8,3,2022-04-07,BOS
Luke Kornet,2,0,1,0,1,1,2022-04-07,BOS
Payton Pritchard,12,5,10,2,7,2,2022-04-07,BOS
Sam Hauser,11,4,5,3,4,1,2022-04-07,BOS
Daniel Theis,22,8,12,3,3,3,2022-04-07,BOS
Grant Williams,4,2,7,0,4,2,2022-04-07,BOS
Marcus Smart,29,10,16,7,12,7,2022-04-07,BOS
Aaron Nesmith,0,0,3,0,3,0,2022-04-07,BOS
Herbert Jones,9,3,6,1,3,3,2022-04-07,NOP
Jaxson Hayes,11,5,7,0,1,0,2022-04-07,NOP
Jared Harper,8,2,4,1,3,0,2022-04-07,NOP
Gary Clark,0,0,2,0,1,1,2022-04-07,NOP
Devonte' Graham,6,1,4,1,4,5,2022-04-07,NOP
Tony Snell,5,2,3,1,1,0,2022-04-07,NOP
Garrett Temple,0,0,2,0,2,0,2022-04-07,NOP
Jonas Valanciunas,14,5,11,0,0,2,2022-04-07,NOP
CJ McCollum,23,9,19,5,10,7,2022-04-07,NOP
Willy Hernangomez,17,5,8,0,0,1,2022-04-07,NOP
Larry Nance Jr.,12,5,7,0,0,1,2022-04-07,NOP
Naji Marshall,3,1,5,0,2,2,2022-04-07,NOP
Trey Murphy III,12,4,9,3,6,0,2022-04-07,NOP
Jose Alvarado,7,2,6,1,4,9,2022-04-07,NOP
Aaron Gordon,22,7,11,3,5,2,2022-04-07,DEN
Markus Howard,0,0,2,0,2,0,2022-04-07,DEN
DeMarcus Cousins,1,0,1,0,1,0,2022-04-07,DEN
Davon Reed,2,1,1,0,0,2,2022-04-07,DEN
Facundo Campazzo,0,0,1,0,1,0,2022-04-07,DEN
Nikola Jokic,35,16,24,1,3,6,2022-04-07,DEN
Will Barton,16,5,11,2,6,4,2022-04-07,DEN
Monte Morris,10,4,9,2,4,5,2022-04-07,DEN
Jeff Green,5,1,3,0,0,1,2022-04-07,DEN
Bones Hyland,16,5,8,4,5,7,2022-04-07,DEN
JaMychal Green,6,2,4,0,1,0,2022-04-07,DEN
Austin Rivers,9,3,5,0,2,0,2022-04-07,DEN
Andre Iguodala,5,2,7,1,3,7,2022-04-07,GSW
Klay Thompson,33,12,22,6,10,4,2022-04-07,GSW
Gary Payton II,10,4,7,0,0,2,2022-04-07,GSW
Juan Toscano-Anderson,0,0,0,0,0,0,2022-04-07,GSW
Jordan Poole,19,7,15,3,8,11,2022-04-07,GSW
Jonathan Kuminga,6,2,4,0,0,0,2022-04-07,GSW
Moses Moody,3,1,1,1,1,0,2022-04-07,GSW
Andrew Wiggins,17,7,12,3,5,1,2022-04-07,GSW
Draymond Green,10,5,9,0,0,7,2022-04-07,GSW
Damion Lee,2,1,1,0,0,1,2022-04-07,GSW
Kevon Looney,4,2,2,0,0,2,2022-04-07,GSW
Otto Porter Jr.,10,4,12,2,5,1,2022-04-07,GSW
Nemanja Bjelica,9,4,5,0,0,3,2022-04-07,GSW
D.J. Augustin,0,0,3,0,2,3,2022-04-07,LAL
Kent Bazemore,0,0,2,0,1,0,2022-04-07,LAL
Talen Horton-Tucker,40,15,28,2,6,3,2022-04-07,LAL
Wenyen Gabriel,6,2,3,0,0,0,2022-04-07,LAL
Austin Reaves,12,3,8,1,4,1,2022-04-07,LAL
Malik Monk,24,8,17,3,9,4,2022-04-07,LAL
Stanley Johnson,8,2,7,1,4,2,2022-04-07,LAL
Wayne Ellington,6,1,5,1,5,0,2022-04-07,LAL
Dwight Howard,16,6,10,1,1,1,2022-04-07,LAL
Jrue Holiday,29,10,19,4,9,8,2022-04-07,MIL
Brook Lopez,15,7,16,1,4,0,2022-04-07,MIL
Jevon Carter,0,0,0,0,0,0,2022-04-07,MIL
Pat Connaughton,6,2,6,2,5,1,2022-04-07,MIL
Khris Middleton,22,9,18,3,8,9,2022-04-07,MIL
Bobby Portis,17,7,11,3,4,1,2022-04-07,MIL
Giannis Antetokounmpo,29,11,21,0,4,5,2022-04-07,MIL
Wesley Matthews,7,2,4,1,3,1,2022-04-07,MIL
George Hill,2,1,2,0,1,2,2022-04-07,MIL
Jarred Vanderbilt,6,2,3,0,0,1,2022-04-07,MIN
Jordan McLaughlin,8,2,5,2,4,2,2022-04-07,MIN
Jaylen Nowell,11,3,8,1,3,0,2022-04-07,MIN
Naz Reid,3,1,6,1,4,2,2022-04-07,MIN
Anthony Edwards,49,16,28,6,14,8,2022-04-07,MIN
Jaden McDaniels,10,4,6,2,2,0,2022-04-07,MIN
Taurean Prince,0,0,3,0,3,0,2022-04-07,MIN
Malik Beasley,11,3,11,3,11,1,2022-04-07,MIN
Karl-Anthony Towns,21,7,18,4,7,3,2022-04-07,MIN
Patrick Beverley,8,3,8,1,5,8,2022-04-07,MIN
Robin Lopez,1,0,2,0,0,2,2022-04-07,ORL
Ignas Brazdeikis,12,4,15,1,7,1,2022-04-07,ORL
Admiral Schofield,8,2,9,2,5,0,2022-04-07,ORL
Devin Cannady,12,4,12,4,11,1,2022-04-07,ORL
R.J. Hampton,12,5,13,1,3,5,2022-04-07,ORL
Markelle Fultz,12,6,11,0,1,6,2022-04-07,ORL
Mo Bamba,2,1,2,0,1,2,2022-04-07,ORL
Moritz Wagner,17,6,10,2,5,3,2022-04-07,ORL
Chuma Okeke,20,8,15,4,11,4,2022-04-07,ORL
Jalen Suggs,5,2,6,1,4,3,2022-04-07,ORL
James Harden,13,3,12,1,4,15,2022-04-07,PHI
Tobias Harris,8,3,8,2,5,1,2022-04-07,PHI
Georges Niang,9,3,7,3,7,0,2022-04-07,PHI
Shake Milton,9,3,4,3,4,0,2022-04-07,PHI
Paul Reed,5,2,2,0,0,0,2022-04-07,PHI
Tyrese Maxey,22,7,11,4,5,4,2022-04-07,PHI
Furkan Korkmaz,0,0,0,0,0,0,2022-04-07,PHI
Joel Embiid,30,10,22,0,4,2,2022-04-07,PHI
Danny Green,18,6,9,6,7,4,2022-04-07,PHI
Brandon Williams,5,1,4,0,1,4,2022-04-07,POR
Elijah Hughes,2,1,2,0,1,1,2022-04-07,POR
CJ Elleby,17,7,11,2,5,0,2022-04-07,POR
Drew Eubanks,20,9,11,0,1,1,2022-04-07,POR
Kris Dunn,2,0,2,0,0,6,2022-04-07,POR
Greg Brown III,4,2,5,0,3,5,2022-04-07,POR
Ben McLemore,9,3,7,3,7,1,2022-04-07,POR
Didi Louzada,11,3,4,3,4,1,2022-04-07,POR
Keljin Blevins,3,1,4,1,3,0,2022-04-07,POR
Keon Johnson,6,2,9,2,5,8,2022-04-07,POR
Reggie Perry,15,7,10,0,1,1,2022-04-07,POR
Joe Wieskamp,1,0,2,0,1,0,2022-04-07,SAS
Josh Richardson,11,3,9,1,5,6,2022-04-07,SAS
Zach Collins,13,4,7,2,3,1,2022-04-07,SAS
Keita Bates-Diop,14,6,12,0,1,1,2022-04-07,SAS
Devin Vassell,18,6,14,4,8,0,2022-04-07,SAS
Tre Jones,14,5,9,0,0,8,2022-04-07,SAS
Jakob Poeltl,15,7,11,0,0,3,2022-04-07,SAS
Joshua Primo,12,4,9,1,4,6,2022-04-07,SAS
Devontae Cacok,0,0,0,0,0,0,2022-04-07,SAS
Romeo Langford,3,1,1,0,0,1,2022-04-07,SAS
Keldon Johnson,20,7,15,2,6,5,2022-04-07,SAS
Thaddeus Young,6,2,10,1,5,2,2022-04-07,TOR
Chris Boucher,7,2,4,1,2,0,2022-04-07,TOR
Gary Trent Jr.,30,12,21,5,8,3,2022-04-07,TOR
Precious Achiuwa,20,7,11,5,7,2,2022-04-07,TOR
Scottie Barnes,13,6,12,1,3,2,2022-04-07,TOR
Khem Birch,2,1,3,0,0,0,2022-04-07,TOR
Pascal Siakam,37,14,28,1,7,12,2022-04-07,TOR
Malachi Flynn,4,1,2,1,1,1,2022-04-07,TOR
Santi Aldama,8,3,7,0,2,1,2022-04-07,MEM
Yves Pons,2,1,1,0,0,0,2022-04-07,MEM
Desmond Bane,14,5,11,2,2,2,2022-04-07,MEM
Xavier Tillman,5,2,2,0,0,2,2022-04-07,MEM
Jaren Jackson Jr.,10,4,9,1,3,1,2022-04-07,MEM
Dillon Brooks,12,6,15,0,2,2,2022-04-07,MEM
Tyus Jones,5,2,8,1,4,4,2022-04-07,MEM
Steven Adams,2,1,1,0,0,5,2022-04-07,MEM
Ziaire Williams,12,4,8,2,5,1,2022-04-07,MEM
John Konchar,6,2,4,2,3,5,2022-04-07,MEM
Brandon Clarke,11,5,7,0,0,0,2022-04-07,MEM
De'Anthony Melton,11,3,9,2,5,3,2022-04-07,MEM
Kyle Anderson,11,4,7,1,2,4,2022-04-07,MEM
Montrezl Harrell,14,6,6,0,0,2,2022-04-07,CHA
Kelly Oubre Jr.,16,5,9,2,5,1,2022-04-07,CHA
P.J. Washington,10,4,7,1,2,2,2022-04-07,CHA
Jalen McDaniels,6,2,4,0,1,3,2022-04-07,CHA
LaMelo Ball,26,10,21,4,10,9,2022-04-07,CHA
Nick Richards,0,0,1,0,0,0,2022-04-07,CHA
Isaiah Thomas,7,3,6,1,2,1,2022-04-07,CHA
Mason Plumlee,4,1,2,0,0,1,2022-04-07,CHA
Terry Rozier,22,9,17,2,7,3,2022-04-07,CHA
Miles Bridges,13,4,12,1,5,2,2022-04-07,CHA
Cody Martin,7,3,3,1,1,1,2022-04-07,CHA
Kai Jones,2,1,1,0,0,0,2022-04-07,CHA
James Bouknight,0,0,2,0,0,3,2022-04-07,CHA
JT Thor,1,0,1,0,1,1,2022-04-07,CHA
Jalen Johnson,0,0,0,0,0,0,2022-04-06,ATL
Sharife Cooper,0,0,0,0,0,0,2022-04-06,ATL
Skylar Mays,0,0,0,0,0,0,2022-04-06,ATL
De'Andre Hunter,10,3,13,2,4,1,2022-04-06,ATL
Trae Young,30,8,17,3,9,11,2022-04-06,ATL
Kevin Knox II,0,0,1,0,1,0,2022-04-06,ATL
Clint Capela,19,9,11,0,0,0,2022-04-06,ATL
Gorgui Dieng,0,0,2,0,2,0,2022-04-06,ATL
Danilo Gallinari,26,11,19,4,7,1,2022-04-06,ATL
Bogdan Bogdanovic,18,6,13,6,9,4,2022-04-06,ATL
Delon Wright,2,0,2,0,2,3,2022-04-06,ATL
Kevin Huerter,5,2,9,1,5,3,2022-04-06,ATL
Onyeka Okongwu,8,4,5,0,0,3,2022-04-06,ATL
Luke Kornet,0,0,0,0,0,2,2022-04-06,BOS
Jayson Tatum,16,5,18,1,8,8,2022-04-06,BOS
Marcus Smart,9,3,7,3,6,6,2022-04-06,BOS
Al Horford,17,7,7,3,3,2,2022-04-06,BOS
Aaron Nesmith,8,3,4,2,3,0,2022-04-06,BOS
Sam Hauser,0,0,1,0,1,1,2022-04-06,BOS
Payton Pritchard,9,3,7,3,5,1,2022-04-06,BOS
Grant Williams,5,1,2,1,1,1,2022-04-06,BOS
Daniel Theis,15,6,12,1,4,1,2022-04-06,BOS
Derrick White,10,4,8,1,2,3,2022-04-06,BOS
Jaylen Brown,25,10,21,2,4,4,2022-04-06,BOS
Brodric Thomas,3,1,1,0,0,0,2022-04-06,BOS
Malik Fitts,0,0,0,0,0,0,2022-04-06,BOS
Patrick Williams,5,2,7,0,2,0,2022-04-06,CHI
Troy Brown Jr.,3,1,2,1,1,2,2022-04-06,CHI
Tony Bradley,5,2,3,0,0,0,2022-04-06,CHI
Zach LaVine,7,2,9,0,5,4,2022-04-06,CHI
Nikola Vucevic,13,5,13,1,3,1,2022-04-06,CHI
Malcolm Hill,0,0,1,0,1,0,2022-04-06,CHI
Javonte Green,9,4,6,1,2,0,2022-04-06,CHI
Coby White,10,3,6,2,3,2,2022-04-06,CHI
Derrick Jones Jr.,9,3,8,0,4,1,2022-04-06,CHI
Tristan Thompson,10,4,5,0,0,1,2022-04-06,CHI
DeMar DeRozan,16,6,16,1,1,5,2022-04-06,CHI
Ayo Dosunmu,7,3,4,1,1,3,2022-04-06,CHI
Trey Burke,0,0,1,0,0,0,2022-04-06,DAL
Dorian Finney-Smith,13,5,7,3,5,3,2022-04-06,DAL
Frank Ntilikina,2,1,1,0,0,0,2022-04-06,DAL
Luka Doncic,26,8,21,2,11,14,2022-04-06,DAL
Theo Pinson,2,0,0,0,0,0,2022-04-06,DAL
Marquese Chriss,12,3,5,1,1,0,2022-04-06,DAL
Reggie Bullock,9,3,5,3,5,2,2022-04-06,DAL
Davis Bertans,9,3,6,3,5,2,2022-04-06,DAL
Spencer Dinwiddie,13,5,10,0,1,3,2022-04-06,DAL
Dwight Powell,9,3,3,0,0,0,2022-04-06,DAL
Josh Green,12,5,6,2,3,1,2022-04-06,DAL
Jalen Brunson,24,9,15,1,2,3,2022-04-06,DAL
Ivica Zubac,13,5,6,0,0,1,2022-04-06,LAC
Amir Coffey,2,0,2,0,2,0,2022-04-06,LAC
Xavier Moon,1,0,1,0,0,1,2022-04-06,LAC
Reggie Jackson,10,5,11,0,4,2,2022-04-06,LAC
Robert Covington,11,3,7,2,5,1,2022-04-06,LAC
Norman Powell,24,6,10,3,4,0,2022-04-06,LAC
Isaiah Hartenstein,10,3,10,2,4,5,2022-04-06,LAC
Marcus Morris Sr.,7,2,7,1,6,2,2022-04-06,LAC
Paul George,19,4,11,2,6,4,2022-04-06,LAC
Nicolas Batum,6,2,4,1,2,2,2022-04-06,LAC
Terance Mann,10,3,6,1,1,2,2022-04-06,LAC
LaMarcus Aldridge,0,0,0,0,0,0,2022-04-06,BKN
Kessler Edwards,7,3,7,1,4,1,2022-04-06,BKN
Nic Claxton,8,4,8,0,0,0,2022-04-06,BKN
Kyrie Irving,24,9,26,3,12,7,2022-04-06,BKN
Patty Mills,15,5,7,5,7,2,2022-04-06,BKN
Kevin Durant,32,11,22,2,10,11,2022-04-06,BKN
Cam Thomas,0,0,1,0,0,0,2022-04-06,BKN
Bruce Brown,5,2,6,0,1,5,2022-04-06,BKN
Seth Curry,15,5,10,3,7,2,2022-04-06,BKN
Andre Drummond,4,2,6,0,0,0,2022-04-06,BKN
Alec Burks,24,7,14,4,6,1,2022-04-06,NYK
Miles McBride,3,1,4,1,3,0,2022-04-06,NYK
Immanuel Quickley,6,1,8,1,6,5,2022-04-06,NYK
Obi Toppin,19,7,13,2,4,3,2022-04-06,NYK
Jericho Sims,10,4,6,0,0,2,2022-04-06,NYK
Taj Gibson,5,2,2,1,1,1,2022-04-06,NYK
Evan Fournier,8,3,9,2,7,3,2022-04-06,NYK
RJ Barrett,23,7,27,2,11,7,2022-04-06,NYK
Mikal Bridges,9,3,7,1,2,1,2022-04-06,PHX
Torrey Craig,11,4,9,3,7,0,2022-04-06,PHX
Cameron Payne,13,5,12,3,6,4,2022-04-06,PHX
Landry Shamet,8,3,12,2,8,1,2022-04-06,PHX
Aaron Holiday,16,4,10,2,4,7,2022-04-06,PHX
Bismack Biyombo,14,7,11,0,0,2,2022-04-06,PHX
Elfrid Payton,2,1,7,0,1,1,2022-04-06,PHX
JaVale McGee,6,3,8,0,1,1,2022-04-06,PHX
Gabriel Lundberg,3,1,4,1,2,5,2022-04-06,PHX
Ish Wainright,20,8,15,4,8,4,2022-04-06,PHX
Cameron Johnson,7,3,13,1,9,3,2022-04-06,PHX
Jaylen Hoard,23,8,17,5,8,3,2022-04-06,OKC
Vit Krejci,9,4,9,1,4,6,2022-04-06,OKC
Jeremiah Robinson-Earl,18,6,10,2,3,0,2022-04-06,OKC
Melvin Frazier Jr.,8,4,15,0,6,0,2022-04-06,OKC
Isaiah Roby,18,6,10,4,6,5,2022-04-06,OKC
Zavier Simpson,4,2,10,0,1,11,2022-04-06,OKC
Lindy Waters III,10,3,10,3,7,1,2022-04-06,OKC
Georgios Kalaitzakis,11,4,9,1,2,1,2022-04-06,OKC
Jared Butler,7,3,13,1,9,10,2022-04-06,UTA
Eric Paschall,3,1,2,0,1,0,2022-04-06,UTA
Trent Forrest,4,2,2,0,0,2,2022-04-06,UTA
Xavier Sneed,0,0,3,0,2,0,2022-04-06,UTA
Rudy Gay,12,5,7,2,3,3,2022-04-06,UTA
Rudy Gobert,20,9,9,0,0,1,2022-04-06,UTA
Jordan Clarkson,18,7,11,4,6,10,2022-04-06,UTA
Danuel House Jr.,14,4,7,4,7,0,2022-04-06,UTA
Juancho Hernangomez,4,1,4,0,1,0,2022-04-06,UTA
Bojan Bogdanovic,27,7,11,2,4,0,2022-04-06,UTA
Hassan Whiteside,15,5,9,0,0,1,2022-04-06,UTA
Greg Monroe,4,2,2,0,0,0,2022-04-06,MIN
Nickeil Alexander-Walker,9,3,4,2,3,2,2022-04-06,UTA
Anthony Gill,4,2,3,0,0,0,2022-04-06,WAS
Thomas Bryant,2,1,2,0,0,0,2022-04-06,WAS
Kristaps Porzingis,26,8,16,4,8,4,2022-04-06,WAS
Raul Neto,2,1,2,0,1,0,2022-04-06,WAS
Kentavious Caldwell-Pope,9,4,8,1,3,2,2022-04-06,WAS
Tomas Satoransky,9,4,5,1,2,5,2022-04-06,WAS
Ish Smith,9,4,10,1,2,6,2022-04-06,WAS
Corey Kispert,12,5,11,2,7,3,2022-04-06,WAS
Rui Hachimura,9,4,12,0,5,0,2022-04-06,WAS
Daniel Gafford,12,5,6,0,0,0,2022-04-06,WAS
Deni Avdija,9,4,11,1,7,6,2022-04-06,WAS
Carsen Edwards,0,0,2,0,2,0,2022-04-06,DET
Killian Hayes,11,3,9,1,3,2,2022-04-06,DET
Saddiq Bey,7,1,11,1,6,5,2022-04-06,DET
Isaiah Stewart,19,6,13,3,3,1,2022-04-06,DET
Isaiah Livers,7,2,5,1,3,1,2022-04-06,DET
Jamorko Pickett,10,4,5,2,3,0,2022-04-06,DET
Cade Cunningham,25,7,19,1,4,9,2022-04-06,DET
Braxton Key,14,5,6,1,2,1,2022-04-06,DET
Saben Lee,11,5,7,0,1,4,2022-04-06,DET
Frank Jackson,9,2,5,1,3,3,2022-04-06,DET
Onyeka Okongwu,0,0,2,0,0,0,2022-04-05,ATL
Timothe Luwawu-Cabarrot,7,3,5,1,3,2,2022-04-05,ATL
Delon Wright,3,1,3,0,1,3,2022-04-05,ATL
Bogdan Bogdanovic,19,7,17,5,12,3,2022-04-05,ATL
Lou Williams,2,1,4,0,1,2,2022-04-05,ATL
Jalen Johnson,0,0,2,0,1,0,2022-04-05,ATL
De'Andre Hunter,20,8,17,0,2,2,2022-04-05,ATL
Trae Young,26,10,23,3,8,15,2022-04-05,ATL
Kevin Huerter,21,8,13,5,9,4,2022-04-05,ATL
Clint Capela,10,5,8,0,0,0,2022-04-05,ATL
