,Name,PTS,FGM,FGA,PM3,PA3,AST,Team,Division,Conference,eFG,PM2
3020,Herbert Jones,8,3,4,1,1,1,NOP,southwest,west,87.5,2
3021,Naji Marshall,0,0,4,0,4,4,NOP,southwest,west,0.0,0
3022,Nickeil Alexander-Walker,6,3,14,0,7,3,NOP,southwest,west,21.428571428571427,3
3023,Jonas Valanciunas,16,6,14,0,0,3,NOP,southwest,west,42.857142857142854,6
3024,Kira Lewis Jr.,6,3,5,0,2,3,NOP,southwest,west,60.0,3
3025,Trey Murphy III,8,3,7,2,4,0,NOP,southwest,west,57.142857142857146,1
3026,Devonte' Graham,21,8,17,5,10,6,NOP,southwest,west,61.76470588235294,3
3027,Garrett Temple,6,3,4,0,1,0,NOP,southwest,west,75.0,3
3028,Trey Murphy III,6,2,4,2,4,0,NOP,southwest,west,75.0,0
3029,Garrett Temple,7,2,5,1,3,1,NOP,southwest,west,50.0,1
3030,Jaxson Hayes,4,2,2,0,0,0,NOP,southwest,west,100.0,2
3031,Jonas Valanciunas,22,7,18,0,0,3,NOP,southwest,west,38.888888888888886,7
3032,Nickeil Alexander-Walker,17,6,16,2,9,3,NOP,southwest,west,43.75,4
3033,Kira Lewis Jr.,0,0,3,0,1,2,NOP,southwest,west,0.0,0
3034,Naji Marshall,3,1,1,0,0,1,NOP,southwest,west,100.0,1
3035,Herbert Jones,0,0,1,0,0,1,NOP,southwest,west,0.0,0
3036,Devonte' Graham,21,8,16,1,6,7,NOP,southwest,west,53.125,7
3037,Brandon Ingram,27,11,21,4,7,1,NOP,southwest,west,61.904761904761905,7
3038,Garrett Temple,3,1,1,1,1,0,NOP,southwest,west,150.0,0
3039,Brandon Ingram,30,12,23,3,7,4,NOP,southwest,west,58.69565217391305,9
3040,Nickeil Alexander-Walker,14,6,24,2,13,2,NOP,southwest,west,29.166666666666668,4
3041,Kira Lewis Jr.,0,0,2,0,2,2,NOP,southwest,west,0.0,0
3042,Devonte' Graham,11,2,14,1,10,2,NOP,southwest,west,17.857142857142858,1
3043,Trey Murphy III,6,2,5,2,5,0,NOP,southwest,west,60.0,0
3044,Jaxson Hayes,3,1,3,0,0,0,NOP,southwest,west,33.333333333333336,1
3045,Herbert Jones,2,1,6,0,1,2,NOP,southwest,west,16.666666666666668,1
3046,Jonas Valanciunas,20,6,10,0,0,2,NOP,southwest,west,60.0,6
3047,Naji Marshall,0,0,1,0,1,1,NOP,southwest,west,0.0,0
3048,Kira Lewis Jr.,7,3,8,1,3,3,NOP,southwest,west,43.75,2
3049,Trey Murphy III,5,2,5,1,3,1,NOP,southwest,west,50.0,1
3050,Devonte' Graham,21,7,14,6,11,6,NOP,southwest,west,71.42857142857143,1
3051,Nickeil Alexander-Walker,15,4,9,3,6,1,NOP,southwest,west,61.111111111111114,1
3052,Garrett Temple,3,1,4,1,2,0,NOP,southwest,west,37.5,0
3053,Tomas Satoransky,0,0,2,0,0,0,NOP,southwest,west,0.0,0
3054,Brandon Ingram,26,10,20,2,3,8,NOP,southwest,west,55.0,8
3055,Herbert Jones,6,3,4,0,0,3,NOP,southwest,west,75.0,3
3056,Naji Marshall,2,1,5,0,0,1,NOP,southwest,west,20.0,1
3057,Jaxson Hayes,9,3,5,1,1,0,NOP,southwest,west,70.0,2
3058,Jonas Valanciunas,18,8,11,0,0,3,NOP,southwest,west,72.72727272727273,8
3059,Nickeil Alexander-Walker,23,9,16,4,8,1,NOP,southwest,west,68.75,5
3060,Tomas Satoransky,0,0,1,0,1,2,NOP,southwest,west,0.0,0
3061,Kira Lewis Jr.,5,2,6,1,2,5,NOP,southwest,west,41.666666666666664,1
3062,Trey Murphy III,6,2,7,2,5,2,NOP,southwest,west,42.857142857142854,0
3063,Jonas Valanciunas,9,3,19,1,3,3,NOP,southwest,west,18.42105263157895,2
3064,Josh Hart,5,2,2,0,0,1,NOP,southwest,west,100.0,2
3065,Devonte' Graham,18,6,9,4,6,5,NOP,southwest,west,88.88888888888889,2
3066,Naji Marshall,2,1,2,0,1,2,NOP,southwest,west,50.0,1
3067,Garrett Temple,0,0,1,0,1,1,NOP,southwest,west,0.0,0
3068,Jaxson Hayes,4,2,4,0,0,0,NOP,southwest,west,50.0,2
3069,Brandon Ingram,25,12,26,1,3,6,NOP,southwest,west,48.07692307692308,11
3070,Herbert Jones,0,0,0,0,0,0,NOP,southwest,west,,0
3071,Jonas Valanciunas,18,8,13,1,3,4,NOP,southwest,west,65.38461538461539,7
3072,Brandon Ingram,23,8,20,0,4,12,NOP,southwest,west,40.0,8
3073,Naji Marshall,0,0,0,0,0,0,NOP,southwest,west,,0
3074,Herbert Jones,25,8,10,3,4,0,NOP,southwest,west,95.0,5
3075,Jose Alvarado,5,2,6,1,4,1,NOP,southwest,west,41.666666666666664,1
3076,Devonte' Graham,6,2,6,2,5,5,NOP,southwest,west,50.0,0
3077,Gary Clark,2,0,0,0,0,0,NOP,southwest,west,,0
3078,Jaxson Hayes,22,9,9,0,0,1,NOP,southwest,west,100.0,9
3079,Nickeil Alexander-Walker,10,4,9,1,4,4,NOP,southwest,west,50.0,3
3080,Trey Murphy III,2,1,2,0,1,0,NOP,southwest,west,50.0,1
3081,Jonas Valanciunas,18,5,10,1,1,3,NOP,southwest,west,55.0,4
3082,Brandon Ingram,33,12,21,3,5,12,NOP,southwest,west,64.28571428571429,9
3083,Devonte' Graham,6,2,8,2,7,3,NOP,southwest,west,37.5,0
3084,Naji Marshall,0,0,0,0,0,0,NOP,southwest,west,,0
3085,Herbert Jones,9,2,3,1,2,3,NOP,southwest,west,83.33333333333333,1
3086,Trey Murphy III,2,1,1,0,0,0,NOP,southwest,west,100.0,1
3087,Josh Hart,13,4,8,1,3,4,NOP,southwest,west,56.25,3
3088,Gary Clark,0,0,1,0,0,0,NOP,southwest,west,0.0,0
3089,Jaxson Hayes,21,8,10,1,2,0,NOP,southwest,west,85.0,7
3090,Nickeil Alexander-Walker,9,3,7,2,5,0,NOP,southwest,west,57.142857142857146,1
3091,Jose Alvarado,9,4,8,1,4,4,NOP,southwest,west,56.25,3
3092,Jose Alvarado,12,5,6,0,1,3,NOP,southwest,west,83.33333333333333,5
3093,Herbert Jones,10,5,11,0,3,3,NOP,southwest,west,45.45454545454545,5
3094,Trey Murphy III,9,2,6,1,4,0,NOP,southwest,west,41.666666666666664,1
3095,Naji Marshall,14,6,11,2,4,2,NOP,southwest,west,63.63636363636363,4
3096,Jaxson Hayes,14,4,9,0,3,3,NOP,southwest,west,44.44444444444444,4
3097,Devonte' Graham,9,3,9,3,9,8,NOP,southwest,west,50.0,0
3098,Garrett Temple,0,0,0,0,0,1,NOP,southwest,west,,0
3099,Jonas Valanciunas,13,5,7,0,1,3,NOP,southwest,west,71.42857142857143,5
3100,Brandon Ingram,26,11,17,1,3,2,NOP,southwest,west,67.6470588235294,10
3101,Gary Clark,3,1,4,1,4,2,NOP,southwest,west,37.5,0
3102,Brandon Ingram,15,6,12,1,3,1,NOP,southwest,west,54.166666666666664,5
3103,Devonte' Graham,16,6,15,4,11,4,NOP,southwest,west,53.333333333333336,2
3104,CJ McCollum,15,6,21,2,10,5,NOP,southwest,west,33.333333333333336,4
3105,Jonas Valanciunas,16,6,8,0,1,3,NOP,southwest,west,75.0,6
3106,Herbert Jones,7,2,4,0,2,2,NOP,southwest,west,50.0,2
3107,Jose Alvarado,17,7,12,3,6,1,NOP,southwest,west,70.83333333333333,4
3108,Gary Clark,2,0,3,0,3,0,NOP,southwest,west,0.0,0
3109,Jaxson Hayes,4,1,1,0,0,0,NOP,southwest,west,100.0,1
3110,Naji Marshall,2,1,4,0,1,0,NOP,southwest,west,25.0,1
3111,Garrett Temple,3,1,5,1,4,3,NOP,southwest,west,30.0,0
3112,Jaxson Hayes,4,2,4,0,1,0,NOP,southwest,west,50.0,2
3113,CJ McCollum,36,15,24,3,7,5,NOP,southwest,west,68.75,12
3114,Garrett Temple,0,0,2,0,2,0,NOP,southwest,west,0.0,0
3115,Herbert Jones,13,3,5,2,3,3,NOP,southwest,west,80.0,1
3116,Jonas Valanciunas,17,7,11,1,2,2,NOP,southwest,west,68.18181818181819,6
3117,Willy Hernangomez,4,1,4,0,0,2,NOP,southwest,west,25.0,1
3118,Brandon Ingram,22,9,19,1,5,2,NOP,southwest,west,50.0,8
3119,Devonte' Graham,0,0,6,0,4,5,NOP,southwest,west,0.0,0
3120,Gary Clark,6,2,3,2,3,0,NOP,southwest,west,100.0,0
3121,Naji Marshall,6,2,4,2,4,0,NOP,southwest,west,75.0,0
3122,Jose Alvarado,6,2,5,0,1,3,NOP,southwest,west,40.0,2
3123,Willy Hernangomez,2,1,5,0,0,0,NOP,southwest,west,20.0,1
3124,Jose Alvarado,6,1,3,0,1,4,NOP,southwest,west,33.333333333333336,1
3125,Jonas Valanciunas,18,6,9,0,1,4,NOP,southwest,west,66.66666666666667,6
3126,Brandon Ingram,10,4,7,0,2,8,NOP,southwest,west,57.142857142857146,4
3127,Devonte' Graham,3,1,5,1,5,4,NOP,southwest,west,30.0,0
3128,Gary Clark,6,2,4,2,3,2,NOP,southwest,west,75.0,0
3129,Naji Marshall,8,3,5,2,4,0,NOP,southwest,west,80.0,1
3130,Herbert Jones,11,5,8,1,2,5,NOP,southwest,west,68.75,4
3131,Trey Murphy III,0,0,0,0,0,0,NOP,southwest,west,,0
3132,Garrett Temple,11,4,5,3,4,2,NOP,southwest,west,110.0,1
3133,CJ McCollum,23,9,13,5,8,5,NOP,southwest,west,88.46153846153847,4
3134,Tony Snell,8,3,6,2,5,1,NOP,southwest,west,66.66666666666667,1
3135,Jaxson Hayes,14,6,7,0,0,1,NOP,southwest,west,85.71428571428571,6
3136,Garrett Temple,0,0,3,0,2,1,NOP,southwest,west,0.0,0
3137,Jonas Valanciunas,19,7,11,1,4,1,NOP,southwest,west,68.18181818181819,6
3138,Devonte' Graham,4,1,6,1,6,3,NOP,southwest,west,25.0,0
3139,Jaxson Hayes,13,6,6,0,0,2,NOP,southwest,west,100.0,6
3140,Jose Alvarado,0,0,2,0,0,1,NOP,southwest,west,0.0,0
3141,CJ McCollum,30,12,25,0,5,7,NOP,southwest,west,48.0,12
3142,Tony Snell,5,2,5,1,3,0,NOP,southwest,west,50.0,1
3143,Willy Hernangomez,12,5,5,0,0,1,NOP,southwest,west,100.0,5
3144,Brandon Ingram,18,8,18,1,3,4,NOP,southwest,west,47.22222222222222,7
3145,Gary Clark,0,0,2,0,2,0,NOP,southwest,west,0.0,0
3146,Herbert Jones,8,3,5,0,1,0,NOP,southwest,west,60.0,3
3147,Herbert Jones,9,3,8,0,1,3,NOP,southwest,west,37.5,3
3148,Devonte' Graham,12,4,6,2,4,1,NOP,southwest,west,83.33333333333333,2
3149,Tony Snell,11,4,6,3,5,1,NOP,southwest,west,91.66666666666667,1
3150,CJ McCollum,38,14,26,7,10,5,NOP,southwest,west,67.3076923076923,7
3151,Jonas Valanciunas,16,8,13,0,2,4,NOP,southwest,west,61.53846153846154,8
3152,Jaxson Hayes,18,6,9,0,0,0,NOP,southwest,west,66.66666666666667,6
3153,Gary Clark,0,0,0,0,0,0,NOP,southwest,west,,0
3154,Garrett Temple,2,1,3,0,2,0,NOP,southwest,west,33.333333333333336,1
3155,Brandon Ingram,12,6,21,0,4,8,NOP,southwest,west,28.571428571428573,6
3156,Jonas Valanciunas,18,7,16,0,3,0,NOP,southwest,west,43.75,7
3157,Tony Snell,9,3,5,3,5,1,NOP,southwest,west,90.0,0
3158,Trey Murphy III,0,0,1,0,0,0,NOP,southwest,west,0.0,0
3159,Gary Clark,0,0,0,0,0,1,NOP,southwest,west,,0
3160,Devonte' Graham,11,2,6,2,6,2,NOP,southwest,west,50.0,0
3161,CJ McCollum,32,11,18,2,6,4,NOP,southwest,west,66.66666666666667,9
3162,Jose Alvarado,0,0,2,0,1,2,NOP,southwest,west,0.0,0
3163,Herbert Jones,2,0,9,0,2,1,NOP,southwest,west,0.0,0
3164,Naji Marshall,5,2,6,0,3,2,NOP,southwest,west,33.333333333333336,2
3165,Jaxson Hayes,9,3,5,1,1,1,NOP,southwest,west,70.0,2
3166,Brandon Ingram,28,9,17,0,2,7,NOP,southwest,west,52.94117647058823,9
3167,Willy Hernangomez,3,1,2,0,0,0,NOP,southwest,west,50.0,1
3168,Jonas Valanciunas,19,7,10,1,2,2,NOP,southwest,west,75.0,6
3169,Willy Hernangomez,2,1,2,0,0,0,NOP,southwest,west,50.0,1
3170,Brandon Ingram,19,8,18,0,2,8,NOP,southwest,west,44.44444444444444,8
3171,Gary Clark,6,2,2,2,2,0,NOP,southwest,west,150.0,0
3172,Naji Marshall,5,2,8,0,2,1,NOP,southwest,west,25.0,2
3173,Jaxson Hayes,11,5,6,0,0,0,NOP,southwest,west,83.33333333333333,5
3174,Devonte' Graham,12,4,8,2,6,2,NOP,southwest,west,62.5,2
3175,Tony Snell,9,3,6,3,5,0,NOP,southwest,west,75.0,0
3176,CJ McCollum,22,8,15,4,7,8,NOP,southwest,west,66.66666666666667,4
3177,Jose Alvarado,4,2,4,0,1,4,NOP,southwest,west,50.0,2
3178,Trey Murphy III,3,1,1,1,1,1,NOP,southwest,west,150.0,0
3179,Herbert Jones,11,4,12,0,2,3,NOP,southwest,west,33.333333333333336,4
3180,Jonas Valanciunas,17,7,13,1,1,2,NOP,southwest,west,57.69230769230769,6
3181,Jose Alvarado,4,2,3,0,1,3,NOP,southwest,west,66.66666666666667,2
3182,Trey Murphy III,3,1,2,1,1,1,NOP,southwest,west,75.0,0
3183,Herbert Jones,14,5,7,2,4,0,NOP,southwest,west,85.71428571428571,3
3184,Jaxson Hayes,13,5,6,0,0,4,NOP,southwest,west,83.33333333333333,5
3185,Gary Clark,0,0,0,0,0,0,NOP,southwest,west,,0
3186,Alize Johnson,0,0,0,0,0,0,NOP,southwest,west,,0
3187,Brandon Ingram,33,15,19,2,3,6,NOP,southwest,west,84.21052631578948,13
3188,CJ McCollum,17,7,16,2,7,9,NOP,southwest,west,50.0,5
3189,Tony Snell,4,2,7,0,5,1,NOP,southwest,west,28.571428571428573,2
3190,Devonte' Graham,3,1,6,1,3,3,NOP,southwest,west,25.0,0
3191,Naji Marshall,17,7,9,2,4,1,NOP,southwest,west,88.88888888888889,5
3192,Naji Marshall,10,5,9,0,3,1,NOP,southwest,west,55.55555555555556,5
3193,Herbert Jones,2,1,4,0,2,4,NOP,southwest,west,25.0,1
3194,Trey Murphy III,3,1,4,1,4,1,NOP,southwest,west,37.5,0
3195,Jonas Valanciunas,4,2,6,0,2,1,NOP,southwest,west,33.333333333333336,2
3196,Tony Snell,11,4,8,3,6,0,NOP,southwest,west,68.75,1
3197,Devonte' Graham,6,2,6,2,5,4,NOP,southwest,west,50.0,0
3198,CJ McCollum,24,10,18,2,6,4,NOP,southwest,west,61.111111111111114,8
3199,Garrett Temple,5,2,2,1,1,2,NOP,southwest,west,125.0,1
3200,Willy Hernangomez,13,5,9,0,1,0,NOP,southwest,west,55.55555555555556,5
3201,Jose Alvarado,7,3,8,1,3,3,NOP,southwest,west,43.75,2
3202,Jaxson Hayes,5,2,4,0,0,1,NOP,southwest,west,50.0,2
3203,Brandon Ingram,29,11,16,1,3,6,NOP,southwest,west,71.875,10
3204,Alize Johnson,5,2,3,0,0,1,NOP,southwest,west,66.66666666666667,2
3205,Gary Clark,0,0,0,0,0,1,NOP,southwest,west,,0
3206,Jonas Valanciunas,19,9,16,1,3,2,NOP,southwest,west,59.375,8
3207,Devonte' Graham,12,4,10,3,7,3,NOP,southwest,west,55.0,1
3208,Jaxson Hayes,6,3,6,0,1,0,NOP,southwest,west,50.0,3
3209,Naji Marshall,4,1,2,0,1,0,NOP,southwest,west,50.0,1
3210,Jose Alvarado,6,2,4,2,3,2,NOP,southwest,west,75.0,0
3211,CJ McCollum,24,9,19,2,6,9,NOP,southwest,west,52.63157894736842,7
3212,Tony Snell,6,2,2,2,2,1,NOP,southwest,west,150.0,0
3213,Willy Hernangomez,8,3,9,0,0,2,NOP,southwest,west,33.333333333333336,3
3214,Brandon Ingram,38,12,24,3,7,9,NOP,southwest,west,56.25,9
3215,Herbert Jones,7,3,9,1,3,2,NOP,southwest,west,38.888888888888886,2
3216,Jose Alvarado,5,2,5,0,2,4,NOP,southwest,west,40.0,2
3217,Willy Hernangomez,17,7,10,0,0,0,NOP,southwest,west,70.0,7
3218,Devonte' Graham,12,4,7,4,7,5,NOP,southwest,west,85.71428571428571,0
3219,Alize Johnson,4,1,5,0,0,0,NOP,southwest,west,20.0,1
3220,Gary Clark,0,0,4,0,3,1,NOP,southwest,west,0.0,0
3221,Herbert Jones,10,4,5,0,0,2,NOP,southwest,west,80.0,4
3222,Naji Marshall,16,4,13,1,7,0,NOP,southwest,west,34.61538461538461,3
3223,Jaxson Hayes,2,1,2,0,0,0,NOP,southwest,west,50.0,1
3224,Tony Snell,3,1,6,1,4,0,NOP,southwest,west,25.0,0
3225,CJ McCollum,32,13,21,5,10,11,NOP,southwest,west,73.80952380952381,8
3226,Jonas Valanciunas,10,4,10,0,1,1,NOP,southwest,west,40.0,4
3227,Jaxson Hayes,7,3,4,0,0,1,NOP,southwest,west,75.0,3
3228,Devonte' Graham,7,3,11,1,6,4,NOP,southwest,west,31.818181818181817,2
3229,Tony Snell,0,0,4,0,3,0,NOP,southwest,west,0.0,0
3230,CJ McCollum,32,14,27,3,11,8,NOP,southwest,west,57.407407407407405,11
3231,Jonas Valanciunas,30,11,20,0,2,3,NOP,southwest,west,55.0,11
3232,Willy Hernangomez,0,0,1,0,0,0,NOP,southwest,west,0.0,0
3233,Naji Marshall,0,0,5,0,2,1,NOP,southwest,west,0.0,0
3234,Herbert Jones,15,6,10,2,2,3,NOP,southwest,west,70.0,4
3235,Trey Murphy III,4,1,3,0,2,0,NOP,southwest,west,33.333333333333336,1
3236,Jose Alvarado,7,3,8,1,3,3,NOP,southwest,west,43.75,2
3237,Jose Alvarado,5,2,7,1,4,3,NOP,southwest,west,35.714285714285715,1
3238,Jonas Valanciunas,10,4,12,0,1,1,NOP,southwest,west,33.333333333333336,4
3239,Tony Snell,0,0,1,0,1,0,NOP,southwest,west,0.0,0
3240,Herbert Jones,12,3,6,0,2,8,NOP,southwest,west,50.0,3
3241,Trey Murphy III,32,12,20,7,12,2,NOP,southwest,west,77.5,5
3242,Willy Hernangomez,15,6,6,0,0,1,NOP,southwest,west,100.0,6
3243,Devonte' Graham,19,7,14,4,10,7,NOP,southwest,west,64.28571428571429,3
3244,Jaxson Hayes,13,4,10,1,3,2,NOP,southwest,west,45.0,3
3245,Naji Marshall,14,5,10,2,6,7,NOP,southwest,west,60.0,3
3246,Devonte' Graham,10,3,9,2,6,7,NOP,southwest,west,44.44444444444444,1
3247,Alize Johnson,0,0,2,0,0,0,NOP,southwest,west,0.0,0
3248,Jaxson Hayes,21,6,8,2,3,0,NOP,southwest,west,87.5,4
3249,Willy Hernangomez,12,4,6,1,1,4,NOP,southwest,west,75.0,3
3250,Herbert Jones,7,3,11,0,4,2,NOP,southwest,west,27.272727272727273,3
3251,Jose Alvarado,16,7,14,2,6,10,NOP,southwest,west,57.142857142857146,5
3252,Jonas Valanciunas,32,12,18,1,3,3,NOP,southwest,west,69.44444444444444,11
3253,Tyrone Wallace,7,3,6,1,2,0,NOP,southwest,west,58.333333333333336,2
3254,Naji Marshall,17,6,12,1,5,2,NOP,southwest,west,54.166666666666664,5
3255,Trey Murphy III,8,4,7,0,2,2,NOP,southwest,west,57.142857142857146,4
3256,Herbert Jones,22,7,11,3,6,0,NOP,southwest,west,77.27272727272727,4
3257,Jaxson Hayes,16,6,7,0,0,0,NOP,southwest,west,85.71428571428571,6
3258,Willy Hernangomez,10,5,9,0,1,0,NOP,southwest,west,55.55555555555556,5
3259,CJ McCollum,21,9,17,3,6,9,NOP,southwest,west,61.76470588235294,6
3260,Trey Murphy III,11,3,6,3,5,0,NOP,southwest,west,75.0,0
3261,Naji Marshall,2,1,4,0,2,3,NOP,southwest,west,25.0,1
3262,Devonte' Graham,10,3,11,2,8,7,NOP,southwest,west,36.36363636363637,1
3263,Tyrone Wallace,3,1,3,0,0,0,NOP,southwest,west,33.333333333333336,1
3264,Jonas Valanciunas,17,8,14,1,4,3,NOP,southwest,west,60.714285714285715,7
3265,Jose Alvarado,3,0,4,0,2,7,NOP,southwest,west,0.0,0
3266,Jose Alvarado,8,4,7,0,1,5,NOP,southwest,west,57.142857142857146,4
3267,Trey Murphy III,7,2,7,1,4,3,NOP,southwest,west,35.714285714285715,1
3268,Naji Marshall,18,8,16,2,4,1,NOP,southwest,west,56.25,6
3269,Tyrone Wallace,3,1,5,1,5,1,NOP,southwest,west,30.0,0
3270,Willy Hernangomez,11,4,7,0,0,2,NOP,southwest,west,57.142857142857146,4
3271,Herbert Jones,13,5,6,1,2,3,NOP,southwest,west,91.66666666666667,4
3272,Jaxson Hayes,16,5,8,3,4,0,NOP,southwest,west,81.25,2
3273,Gary Clark,3,1,3,1,2,1,NOP,southwest,west,50.0,0
3274,Devonte' Graham,9,3,7,3,6,2,NOP,southwest,west,64.28571428571429,0
3275,CJ McCollum,20,8,19,1,5,4,NOP,southwest,west,44.73684210526316,7
3276,Jonas Valanciunas,16,7,11,1,1,2,NOP,southwest,west,68.18181818181819,6
3277,Willy Hernangomez,17,5,12,0,1,2,NOP,southwest,west,41.666666666666664,5
3278,Tyrone Wallace,4,2,4,0,1,0,NOP,southwest,west,50.0,2
3279,Naji Marshall,7,3,9,1,3,1,NOP,southwest,west,38.888888888888886,2
3280,Trey Murphy III,0,0,2,0,1,0,NOP,southwest,west,0.0,0
3281,Jose Alvarado,15,5,9,1,3,4,NOP,southwest,west,61.111111111111114,4
3282,Herbert Jones,11,4,6,1,2,2,NOP,southwest,west,75.0,3
3283,Jaxson Hayes,12,5,12,1,2,1,NOP,southwest,west,45.833333333333336,4
3284,Gary Clark,0,0,0,0,0,0,NOP,southwest,west,,0
3285,CJ McCollum,25,9,26,2,6,8,NOP,southwest,west,38.46153846153846,7
3286,Jonas Valanciunas,26,10,16,1,2,4,NOP,southwest,west,65.625,9
3287,Devonte' Graham,2,1,8,0,5,3,NOP,southwest,west,12.5,1
3288,Trey Murphy III,6,2,4,2,2,3,NOP,southwest,west,75.0,0
3289,Jose Alvarado,7,3,8,1,2,2,NOP,southwest,west,43.75,2
3290,Herbert Jones,5,1,5,1,2,2,NOP,southwest,west,30.0,0
3291,Naji Marshall,14,5,9,1,3,1,NOP,southwest,west,61.111111111111114,4
3292,Jaxson Hayes,9,3,8,0,1,1,NOP,southwest,west,37.5,3
3293,Tyrone Wallace,0,0,2,0,0,0,NOP,southwest,west,0.0,0
3294,Willy Hernangomez,9,4,9,0,0,0,NOP,southwest,west,44.44444444444444,4
3295,CJ McCollum,27,10,19,3,7,6,NOP,southwest,west,60.526315789473685,7
3296,Jonas Valanciunas,24,11,18,1,2,5,NOP,southwest,west,63.888888888888886,10
3297,CJ McCollum,25,10,20,1,6,6,NOP,southwest,west,52.5,9
3298,Willy Hernangomez,6,1,4,0,0,0,NOP,southwest,west,25.0,1
3299,Jose Alvarado,15,5,10,2,3,7,NOP,southwest,west,60.0,3
3300,Trey Murphy III,7,3,5,1,2,1,NOP,southwest,west,70.0,2
3301,Devonte' Graham,30,8,12,5,7,4,NOP,southwest,west,87.5,3
3302,Larry Nance Jr.,9,3,6,1,1,0,NOP,southwest,west,58.333333333333336,2
3303,Jonas Valanciunas,16,5,12,0,4,2,NOP,southwest,west,41.666666666666664,5
3304,Tyrone Wallace,0,0,0,0,0,0,NOP,southwest,west,,0
3305,Jaxson Hayes,6,2,4,0,1,0,NOP,southwest,west,50.0,2
3306,Herbert Jones,7,2,5,1,2,3,NOP,southwest,west,50.0,1
3307,Naji Marshall,5,2,5,1,3,0,NOP,southwest,west,50.0,1
3308,CJ McCollum,32,12,25,4,10,4,NOP,southwest,west,56.0,8
3309,Willy Hernangomez,3,1,2,0,0,1,NOP,southwest,west,50.0,1
3310,Jaxson Hayes,5,2,2,0,0,2,NOP,southwest,west,100.0,2
3311,Herbert Jones,4,2,11,0,5,0,NOP,southwest,west,18.181818181818183,2
3312,Trey Murphy III,3,1,3,1,2,2,NOP,southwest,west,50.0,0
3313,Jonas Valanciunas,18,7,12,1,1,6,NOP,southwest,west,62.5,6
3314,Larry Nance Jr.,4,2,3,0,0,1,NOP,southwest,west,66.66666666666667,2
3315,Naji Marshall,5,1,3,0,1,0,NOP,southwest,west,33.333333333333336,1
3316,Jose Alvarado,23,10,19,2,6,5,NOP,southwest,west,57.89473684210526,8
3317,Devonte' Graham,6,2,10,2,7,2,NOP,southwest,west,30.0,0
3318,Willy Hernangomez,0,0,0,0,0,1,NOP,southwest,west,,0
3319,Brandon Ingram,26,10,17,0,2,5,NOP,southwest,west,58.8235294117647,10
3320,Jaxson Hayes,8,3,4,0,0,2,NOP,southwest,west,75.0,3
3321,Herbert Jones,16,6,14,3,7,2,NOP,southwest,west,53.57142857142857,3
3322,Jose Alvarado,4,2,4,0,1,1,NOP,southwest,west,50.0,2
3323,Jonas Valanciunas,19,7,13,0,0,3,NOP,southwest,west,53.84615384615385,7
3324,CJ McCollum,18,7,16,2,5,6,NOP,southwest,west,50.0,5
3325,Devonte' Graham,2,1,6,0,4,2,NOP,southwest,west,16.666666666666668,1
3326,Naji Marshall,2,1,5,0,1,3,NOP,southwest,west,20.0,1
3327,Trey Murphy III,21,7,12,4,7,0,NOP,southwest,west,75.0,3
3328,Jonas Valanciunas,19,8,11,0,2,4,NOP,southwest,west,72.72727272727273,8
3329,Brandon Ingram,19,4,12,0,2,6,NOP,southwest,west,33.333333333333336,4
3330,Devonte' Graham,2,1,5,0,4,1,NOP,southwest,west,20.0,1
3331,Jaxson Hayes,18,6,9,1,2,0,NOP,southwest,west,72.22222222222223,5
3332,Naji Marshall,8,1,1,0,0,3,NOP,southwest,west,100.0,1
3333,Herbert Jones,2,1,6,0,1,5,NOP,southwest,west,16.666666666666668,1
3334,Trey Murphy III,10,3,9,2,6,0,NOP,southwest,west,44.44444444444444,1
3335,Larry Nance Jr.,8,4,6,0,1,0,NOP,southwest,west,66.66666666666667,4
3336,CJ McCollum,25,9,16,3,6,4,NOP,southwest,west,65.625,6
3337,Jose Alvarado,6,3,3,0,0,3,NOP,southwest,west,100.0,3
3338,Jaxson Hayes,6,2,4,0,1,0,NOP,southwest,west,50.0,2
3339,Herbert Jones,12,4,9,1,5,1,NOP,southwest,west,50.0,3
3340,Trey Murphy III,0,0,3,0,3,0,NOP,southwest,west,0.0,0
3341,Jose Alvarado,2,1,1,0,0,3,NOP,southwest,west,100.0,1
3342,Jonas Valanciunas,17,6,10,1,2,6,NOP,southwest,west,65.0,5
3343,CJ McCollum,32,12,23,4,8,4,NOP,southwest,west,60.869565217391305,8
3344,Larry Nance Jr.,4,2,3,0,0,1,NOP,southwest,west,66.66666666666667,2
3345,Devonte' Graham,5,2,5,1,3,1,NOP,southwest,west,50.0,1
3346,Naji Marshall,7,2,4,0,2,0,NOP,southwest,west,50.0,2
3347,Brandon Ingram,29,10,17,0,2,7,NOP,southwest,west,58.8235294117647,10
3348,Naji Marshall,10,3,7,0,0,1,NOP,southwest,west,42.857142857142854,3
3349,Devonte' Graham,2,1,4,0,2,2,NOP,southwest,west,25.0,1
3350,Larry Nance Jr.,10,4,7,2,2,2,NOP,southwest,west,71.42857142857143,2
3351,CJ McCollum,19,7,18,3,5,4,NOP,southwest,west,47.22222222222222,4
3352,Jose Alvarado,2,1,3,0,2,2,NOP,southwest,west,33.333333333333336,1
3353,Trey Murphy III,7,3,8,1,6,1,NOP,southwest,west,43.75,2
3354,Herbert Jones,13,4,9,1,3,2,NOP,southwest,west,50.0,3
